title,price,rating,availability,category,image_url,book_url
History of Beauty,£10.29,Four de 5 estrelas,In stock (8 available),Art,https://books.toscrape.com/media/cache/cb/74/cb74d2953d5249143c3c2e3c281daf6f.jpg,https://books.toscrape.com/catalogue/history-of-beauty_521/index.html
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,£52.86,Two de 5 estrelas,In stock (8 available),Default,https://books.toscrape.com/media/cache/30/1d/301d6348c94fd869846aeadbeb15dad6.jpg,https://books.toscrape.com/catalogue/heaven-is-for-real-a-little-boys-astounding-story-of-his-trip-to-heaven-and-back_520/index.html
Future Shock (Future Shock #1),£55.65,Five de 5 estrelas,In stock (8 available),Young Adult,https://books.toscrape.com/media/cache/7c/eb/7cebcafb82ec5f208d1613b35337d59d.jpg,https://books.toscrape.com/catalogue/future-shock-future-shock-1_519/index.html
Ender's Game (The Ender Quintet #1),£43.64,One de 5 estrelas,In stock (8 available),Default,https://books.toscrape.com/media/cache/4e/04/4e0497a5aa3d442acef6a3e5d0d3447c.jpg,https://books.toscrape.com/catalogue/enders-game-the-ender-quintet-1_518/index.html
Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,£28.41,One de 5 estrelas,In stock (8 available),Science,https://books.toscrape.com/media/cache/29/5c/295ca7f5981786e8b2c6616d10158808.jpg,https://books.toscrape.com/catalogue/diary-of-a-citizen-scientist-chasing-tiger-beetles-and-other-new-ways-of-engaging-the-world_517/index.html
Death by Leisure: A Cautionary Tale,£37.51,Four de 5 estrelas,In stock (8 available),Default,https://books.toscrape.com/media/cache/bb/4e/bb4ec136d9d9e9796e1591ed9adb0e66.jpg,https://books.toscrape.com/catalogue/death-by-leisure-a-cautionary-tale_516/index.html
Brilliant Beacons: A History of the American Lighthouse,£11.45,Three de 5 estrelas,In stock (8 available),History,https://books.toscrape.com/media/cache/ba/59/ba5913de7abe0d9dbe9c8128092a52af.jpg,https://books.toscrape.com/catalogue/brilliant-beacons-a-history-of-the-american-lighthouse_515/index.html
Brazen: The Courage to Find the You That's Been Hiding,£19.22,Two de 5 estrelas,In stock (8 available),Nonfiction,https://books.toscrape.com/media/cache/4c/54/4c5479ee2b9edd4b2f22b888d139b08f.jpg,https://books.toscrape.com/catalogue/brazen-the-courage-to-find-the-you-thats-been-hiding_514/index.html
Between the World and Me,£56.91,Four de 5 estrelas,In stock (8 available),Nonfiction,https://books.toscrape.com/media/cache/35/5f/355fa36362b722a241788d687fbc91af.jpg,https://books.toscrape.com/catalogue/between-the-world-and-me_513/index.html
Being Mortal: Medicine and What Matters in the End,£55.06,Four de 5 estrelas,In stock (8 available),Nonfiction,https://books.toscrape.com/media/cache/73/ee/73ee61bd8724a36a83b691bb7b1a70b8.jpg,https://books.toscrape.com/catalogue/being-mortal-medicine-and-what-matters-in-the-end_512/index.html
"A Murder Over a Girl: Justice, Gender, Junior High",£13.20,Three de 5 estrelas,In stock (8 available),Nonfiction,https://books.toscrape.com/media/cache/98/e3/98e30c1a7b9f2acd9e44d77e0a7dbff1.jpg,https://books.toscrape.com/catalogue/a-murder-over-a-girl-justice-gender-junior-high_511/index.html
32 Yolks,£53.63,Two de 5 estrelas,In stock (8 available),Food and Drink,https://books.toscrape.com/media/cache/76/03/76038c9e795babed29d370097247c9a6.jpg,https://books.toscrape.com/catalogue/32-yolks_510/index.html
"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",£44.48,Five de 5 estrelas,In stock (8 available),History,https://books.toscrape.com/media/cache/43/f2/43f25e9633b587a4052b517cd7b3b4a9.jpg,https://books.toscrape.com/catalogue/most-blessed-of-the-patriarchs-thomas-jefferson-and-the-empire-of-the-imagination_509/index.html
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,£12.08,Three de 5 estrelas,In stock (7 available),Self Help,https://books.toscrape.com/media/cache/73/7e/737e4921bc14d72245aad1f21d7a3eef.jpg,https://books.toscrape.com/catalogue/you-are-a-badass-how-to-stop-doubting-your-greatness-and-start-living-an-awesome-life_508/index.html
Wildlife of New York: A Five-Borough Coloring Book,£22.14,Two de 5 estrelas,In stock (7 available),Default,https://books.toscrape.com/media/cache/31/58/3158b1c362c0d9646e1696d2ed6c1ae1.jpg,https://books.toscrape.com/catalogue/wildlife-of-new-york-a-five-borough-coloring-book_507/index.html
What Happened on Beale Street (Secrets of the South Mysteries #2),£25.37,Five de 5 estrelas,In stock (7 available),Mystery,https://books.toscrape.com/media/cache/2c/68/2c6857eb1c10995c8b9e77a1804f68cd.jpg,https://books.toscrape.com/catalogue/what-happened-on-beale-street-secrets-of-the-south-mysteries-2_506/index.html
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,£46.33,Two de 5 estrelas,In stock (7 available),Spirituality,https://books.toscrape.com/media/cache/80/43/804385d2b49e2f9e26a7d88b8ccaf62d.jpg,https://books.toscrape.com/catalogue/unreasonable-hope-finding-faith-in-the-god-who-brings-purpose-to-your-pain_505/index.html
Under the Tuscan Sun,£37.33,Three de 5 estrelas,In stock (7 available),Travel,https://books.toscrape.com/media/cache/45/21/4521c581ba727f5c835e34860cbf53e5.jpg,https://books.toscrape.com/catalogue/under-the-tuscan-sun_504/index.html
Toddlers Are A**holes: It's Not Your Fault,£25.55,One de 5 estrelas,In stock (7 available),Humor,https://books.toscrape.com/media/cache/26/1a/261a092ddd76981beb23a601edf0868b.jpg,https://books.toscrape.com/catalogue/toddlers-are-aholes-its-not-your-fault_503/index.html
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,£34.72,One de 5 estrelas,In stock (7 available),Default,https://books.toscrape.com/media/cache/e3/b8/e3b8b5a65135abbd9bdbd7a98baa1077.jpg,https://books.toscrape.com/catalogue/the-year-of-living-biblically-one-mans-humble-quest-to-follow-the-bible-as-literally-as-possible_502/index.html
The Whale,£35.96,Four de 5 estrelas,In stock (7 available),Childrens,https://books.toscrape.com/media/cache/6c/df/6cdf7a3ee6cfd5ecbcfd37bd7a5c42e3.jpg,https://books.toscrape.com/catalogue/the-whale_501/index.html
The Story of Art,£41.14,Four de 5 estrelas,In stock (7 available),Art,https://books.toscrape.com/media/cache/7a/e9/7ae92da23efc2f0f4633f9d2cde370f3.jpg,https://books.toscrape.com/catalogue/the-story-of-art_500/index.html
The Origin of Species,£10.01,Four de 5 estrelas,In stock (7 available),Science,https://books.toscrape.com/media/cache/d5/45/d54527d34174d5dd7eaeaaffdfcb3c5c.jpg,https://books.toscrape.com/catalogue/the-origin-of-species_499/index.html
The Great Gatsby,£36.05,Four de 5 estrelas,In stock (7 available),Default,https://books.toscrape.com/media/cache/21/69/21697f1564ae6776ca9280b17455c1b6.jpg,https://books.toscrape.com/catalogue/the-great-gatsby_498/index.html
The Good Girl,£49.03,Three de 5 estrelas,In stock (7 available),Default,https://books.toscrape.com/media/cache/00/f2/00f23edcef10a5ece4e179f08271f19c.jpg,https://books.toscrape.com/catalogue/the-good-girl_497/index.html
The Glass Castle,£16.24,One de 5 estrelas,In stock (7 available),Add a comment,https://books.toscrape.com/media/cache/38/03/3803cd158a57e03763dc2200f81eba65.jpg,https://books.toscrape.com/catalogue/the-glass-castle_496/index.html
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,£39.55,One de 5 estrelas,In stock (7 available),Biography,https://books.toscrape.com/media/cache/d7/cb/d7cbdb36b54398ba3876488726befc3d.jpg,https://books.toscrape.com/catalogue/the-faith-of-christopher-hitchens-the-restless-soul-of-the-worlds-most-notorious-atheist_495/index.html
The Drowning Girls,£35.67,Three de 5 estrelas,In stock (7 available),Add a comment,https://books.toscrape.com/media/cache/8f/83/8f83b65ba6a734aa7f40675b74a17c21.jpg,https://books.toscrape.com/catalogue/the-drowning-girls_494/index.html
The Constant Princess (The Tudor Court #1),£16.62,Three de 5 estrelas,In stock (7 available),Historical Fiction,https://books.toscrape.com/media/cache/ed/52/ed52651826bb23d853aead2753c9befc.jpg,https://books.toscrape.com/catalogue/the-constant-princess-the-tudor-court-1_493/index.html
The Bourne Identity (Jason Bourne #1),£42.78,Four de 5 estrelas,In stock (7 available),Fiction,https://books.toscrape.com/media/cache/fe/a4/fea443d174c2c9f0c7903f6c6a3ecc62.jpg,https://books.toscrape.com/catalogue/the-bourne-identity-jason-bourne-1_492/index.html
The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),£52.30,Five de 5 estrelas,In stock (7 available),Mystery,https://books.toscrape.com/media/cache/38/a4/38a44ac4f642f4717d865c81ec594529.jpg,https://books.toscrape.com/catalogue/the-bachelor-girls-guide-to-murder-herringford-and-watts-mysteries-1_491/index.html
The Art Book,£32.34,Two de 5 estrelas,In stock (7 available),Art,https://books.toscrape.com/media/cache/76/90/76904c101329aa50b6653f399318970b.jpg,https://books.toscrape.com/catalogue/the-art-book_490/index.html
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,£33.17,Four de 5 estrelas,In stock (7 available),Default,https://books.toscrape.com/media/cache/08/3a/083ad6c527d14b1621806d17ed6f13e9.jpg,https://books.toscrape.com/catalogue/the-7-habits-of-highly-effective-people-powerful-lessons-in-personal-change_489/index.html
Team of Rivals: The Political Genius of Abraham Lincoln,£20.12,Five de 5 estrelas,In stock (7 available),Add a comment,https://books.toscrape.com/media/cache/be/22/be229bc9bc4655c7cb2c906998d5ef2e.jpg,https://books.toscrape.com/catalogue/team-of-rivals-the-political-genius-of-abraham-lincoln_488/index.html
Steal Like an Artist: 10 Things Nobody Told You About Being Creative,£20.90,Two de 5 estrelas,In stock (7 available),Default,https://books.toscrape.com/media/cache/6c/ea/6cea146ec9b4ee83061108782aef7d32.jpg,https://books.toscrape.com/catalogue/steal-like-an-artist-10-things-nobody-told-you-about-being-creative_487/index.html
"Sit, Stay, Love",£20.90,Three de 5 estrelas,In stock (7 available),Romance,https://books.toscrape.com/media/cache/48/2c/482c14200688df579ab2ed0fcbddcb86.jpg,https://books.toscrape.com/catalogue/sit-stay-love_486/index.html
Sister Dear,£40.20,Four de 5 estrelas,In stock (7 available),Fiction,https://books.toscrape.com/media/cache/2a/0a/2a0a1543dd5f3edc407ab9989f29e992.jpg,https://books.toscrape.com/catalogue/sister-dear_485/index.html
"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",£52.87,Three de 5 estrelas,In stock (7 available),Childrens,https://books.toscrape.com/media/cache/7b/b9/7bb9386b43f2aeaa6eaf042df1b4e96f.jpg,https://books.toscrape.com/catalogue/shrunken-treasures-literary-classics-short-sweet-and-silly_484/index.html
"Rich Dad, Poor Dad",£51.74,One de 5 estrelas,In stock (7 available),Business,https://books.toscrape.com/media/cache/46/1c/461cf454be3aac0b4cd066247c892679.jpg,https://books.toscrape.com/catalogue/rich-dad-poor-dad_483/index.html
Raymie Nightingale,£34.41,Two de 5 estrelas,In stock (7 available),Childrens,https://books.toscrape.com/media/cache/95/6b/956b5a8927463f4ea0774e2469e27ce5.jpg,https://books.toscrape.com/catalogue/raymie-nightingale_482/index.html
Playing from the Heart,£32.38,One de 5 estrelas,In stock (7 available),Childrens,https://books.toscrape.com/media/cache/b6/ba/b6ba2393c312701f1471db91eb73284d.jpg,https://books.toscrape.com/catalogue/playing-from-the-heart_481/index.html
Nightstruck: A Novel,£50.35,Four de 5 estrelas,In stock (7 available),Young Adult,https://books.toscrape.com/media/cache/cb/da/cbda49820de480220af3dff2d30c689a.jpg,https://books.toscrape.com/catalogue/nightstruck-a-novel_480/index.html
"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",£11.38,Five de 5 estrelas,In stock (7 available),Food and Drink,https://books.toscrape.com/media/cache/5b/46/5b466903acc905deb89019c0407848c4.jpg,https://books.toscrape.com/catalogue/naturally-lean-125-nourishing-gluten-free-plant-based-recipes-all-under-300-calories_479/index.html
Meternity,£43.58,Three de 5 estrelas,In stock (7 available),Womens Fiction,https://books.toscrape.com/media/cache/e3/33/e33394096291284ed1f80c5b13c4e1f3.jpg,https://books.toscrape.com/catalogue/meternity_478/index.html
Memoirs of a Geisha,£49.67,Three de 5 estrelas,In stock (7 available),Fiction,https://books.toscrape.com/media/cache/5e/4b/5e4b5ef50c54f173456606e70719cc84.jpg,https://books.toscrape.com/catalogue/memoirs-of-a-geisha_477/index.html
Like Never Before (Walker Family #2),£28.77,Two de 5 estrelas,In stock (7 available),Christian Fiction,https://books.toscrape.com/media/cache/1b/38/1b3825668326e82038ba33bca646e0f3.jpg,https://books.toscrape.com/catalogue/like-never-before-walker-family-2_476/index.html
Life of Pi,£13.22,Four de 5 estrelas,In stock (7 available),Default,https://books.toscrape.com/media/cache/24/10/2410311e3603f15637eccedd14ba1130.jpg,https://books.toscrape.com/catalogue/life-of-pi_475/index.html
Leave This Song Behind: Teen Poetry at Its Best,£51.17,Five de 5 estrelas,In stock (7 available),Poetry,https://books.toscrape.com/media/cache/5e/ca/5eca840ed2d6f0f0d2f795922cb76741.jpg,https://books.toscrape.com/catalogue/leave-this-song-behind-teen-poetry-at-its-best_474/index.html
King's Folly (The Kinsman Chronicles #1),£39.61,Five de 5 estrelas,In stock (7 available),Fantasy,https://books.toscrape.com/media/cache/fc/17/fc17b4149d87d9ee714dde082ede0ee9.jpg,https://books.toscrape.com/catalogue/kings-folly-the-kinsman-chronicles-1_473/index.html
John Adams,£57.43,Four de 5 estrelas,In stock (7 available),Add a comment,https://books.toscrape.com/media/cache/fd/5f/fd5f36fce14114f5b982e1e69d9a2f69.jpg,https://books.toscrape.com/catalogue/john-adams_472/index.html
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),£46.01,Four de 5 estrelas,In stock (7 available),Food and Drink,https://books.toscrape.com/media/cache/ca/5f/ca5f20fe544cc311dd126c60c7aa003e.jpg,https://books.toscrape.com/catalogue/how-to-cook-everything-vegetarian-simple-meatless-recipes-for-great-food-how-to-cook-everything_471/index.html
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,£28.25,Two de 5 estrelas,In stock (7 available),Food and Drink,https://books.toscrape.com/media/cache/3b/67/3b673813904dce654eee394b9d308cfc.jpg,https://books.toscrape.com/catalogue/how-to-be-a-domestic-goddess-baking-and-the-art-of-comfort-cooking_470/index.html
Good in Bed (Cannie Shapiro #1),£37.05,Five de 5 estrelas,In stock (7 available),Add a comment,https://books.toscrape.com/media/cache/a5/7a/a57a35a22d7a06fa9987121e4883e4de.jpg,https://books.toscrape.com/catalogue/good-in-bed-cannie-shapiro-1_469/index.html
"Fruits Basket, Vol. 7 (Fruits Basket #7)",£19.57,One de 5 estrelas,In stock (7 available),Sequential Art,https://books.toscrape.com/media/cache/c3/36/c3366ab246bf5e4baec15cdf55915b69.jpg,https://books.toscrape.com/catalogue/fruits-basket-vol-7-fruits-basket-7_468/index.html
For the Love: Fighting for Grace in a World of Impossible Standards,£45.13,Three de 5 estrelas,In stock (7 available),Nonfiction,https://books.toscrape.com/media/cache/a9/f4/a9f4d0f649833b477383263a8c5fb217.jpg,https://books.toscrape.com/catalogue/for-the-love-fighting-for-grace-in-a-world-of-impossible-standards_467/index.html
Finding God in the Ruins: How God Redeems Pain,£46.64,Two de 5 estrelas,In stock (7 available),Nonfiction,https://books.toscrape.com/media/cache/da/0f/da0f0c01b1b9819fa7cb5e27a295351f.jpg,https://books.toscrape.com/catalogue/finding-god-in-the-ruins-how-god-redeems-pain_466/index.html
Every Heart a Doorway (Every Heart A Doorway #1),£12.16,Five de 5 estrelas,In stock (7 available),Fantasy,https://books.toscrape.com/media/cache/b8/d7/b8d7eab895dac4551905c5f85849bb32.jpg,https://books.toscrape.com/catalogue/every-heart-a-doorway-every-heart-a-doorway-1_465/index.html
Delivering the Truth (Quaker Midwife Mystery #1),£20.89,Four de 5 estrelas,In stock (7 available),Mystery,https://books.toscrape.com/media/cache/5c/8a/5c8acde540a88aed464ab5c52bafcd83.jpg,https://books.toscrape.com/catalogue/delivering-the-truth-quaker-midwife-mystery-1_464/index.html
Counted With the Stars (Out from Egypt #1),£17.97,Five de 5 estrelas,In stock (7 available),Christian Fiction,https://books.toscrape.com/media/cache/33/93/339372341b88e027734e97fa1ddb26fc.jpg,https://books.toscrape.com/catalogue/counted-with-the-stars-out-from-egypt-1_463/index.html
"Chronicles, Vol. 1",£52.60,Two de 5 estrelas,In stock (7 available),Music,https://books.toscrape.com/media/cache/df/bd/dfbd53a5c4bcb1bf676bf2a86335adbb.jpg,https://books.toscrape.com/catalogue/chronicles-vol-1_462/index.html
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,£25.77,One de 5 estrelas,In stock (7 available),Christian,https://books.toscrape.com/media/cache/98/4a/984ab50781e05461a753923eaba33e58.jpg,https://books.toscrape.com/catalogue/blue-like-jazz-nonreligious-thoughts-on-christian-spirituality_461/index.html
Benjamin Franklin: An American Life,£48.19,Three de 5 estrelas,In stock (7 available),Biography,https://books.toscrape.com/media/cache/c2/7e/c27efce6a2321c10b0d34035308ace37.jpg,https://books.toscrape.com/catalogue/benjamin-franklin-an-american-life_460/index.html
"At The Existentialist Café: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",£29.93,Five de 5 estrelas,In stock (7 available),Philosophy,https://books.toscrape.com/media/cache/ce/da/ceda6d577d0609261f997bd99872013b.jpg,https://books.toscrape.com/catalogue/at-the-existentialist-cafe-freedom-being-and-apricot-cocktails-with-jean-paul-sartre-simone-de-beauvoir-albert-camus-martin-heidegger-edmund-husserl-karl-jaspers-maurice-merleau-ponty-and-others_459/index.html
A Summer In Europe,£44.34,Two de 5 estrelas,In stock (7 available),Travel,https://books.toscrape.com/media/cache/6c/e3/6ce3003931701c7a3fd5354917538ea9.jpg,https://books.toscrape.com/catalogue/a-summer-in-europe_458/index.html
A Short History of Nearly Everything,£52.40,Five de 5 estrelas,In stock (7 available),History,https://books.toscrape.com/media/cache/17/aa/17aa3d17bae02fa1d0e2a831c0c0e58b.jpg,https://books.toscrape.com/catalogue/a-short-history-of-nearly-everything_457/index.html
A Gathering of Shadows (Shades of Magic #2),£44.81,Four de 5 estrelas,In stock (7 available),Fantasy,https://books.toscrape.com/media/cache/c3/1a/c31af6fddfa452d9d746a599f35dcc01.jpg,https://books.toscrape.com/catalogue/a-gathering-of-shadows-shades-of-magic-2_456/index.html
The Sound Of Love,£57.84,Five de 5 estrelas,In stock (6 available),Default,https://books.toscrape.com/media/cache/90/df/90dfdcadfcff9cd39f6f933ac11c9241.jpg,https://books.toscrape.com/catalogue/the-sound-of-love_455/index.html
The Rise and Fall of the Third Reich: A History of Nazi Germany,£39.67,Two de 5 estrelas,In stock (6 available),History,https://books.toscrape.com/media/cache/10/f6/10f6ebfa89b070ba39ad7c4c872c96ea.jpg,https://books.toscrape.com/catalogue/the-rise-and-fall-of-the-third-reich-a-history-of-nazi-germany_454/index.html
The Perks of Being a Wallflower,£55.02,Three de 5 estrelas,In stock (6 available),Default,https://books.toscrape.com/media/cache/28/21/28219255776fb162c82ebac3cdddcf90.jpg,https://books.toscrape.com/catalogue/the-perks-of-being-a-wallflower_453/index.html
The Mysterious Affair at Styles (Hercule Poirot #1),£24.80,Four de 5 estrelas,In stock (6 available),Mystery,https://books.toscrape.com/media/cache/6b/61/6b61d393f0731f6c52182ba3cf41e245.jpg,https://books.toscrape.com/catalogue/the-mysterious-affair-at-styles-hercule-poirot-1_452/index.html
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,£59.45,Four de 5 estrelas,In stock (6 available),Nonfiction,https://books.toscrape.com/media/cache/d7/58/d758851b2790471b1de776f49a997157.jpg,https://books.toscrape.com/catalogue/the-man-who-mistook-his-wife-for-a-hat-and-other-clinical-tales_451/index.html
The Makings of a Fatherless Child,£31.58,Two de 5 estrelas,In stock (6 available),Default,https://books.toscrape.com/media/cache/2f/b6/2fb66b628ee51169b91cdfce8b68d929.jpg,https://books.toscrape.com/catalogue/the-makings-of-a-fatherless-child_450/index.html
The Joy of Cooking,£43.27,Four de 5 estrelas,In stock (6 available),Add a comment,https://books.toscrape.com/media/cache/2c/81/2c8137d1d0a3ebb2f74d7abf45916606.jpg,https://books.toscrape.com/catalogue/the-joy-of-cooking_449/index.html
The Invention of Wings,£37.34,One de 5 estrelas,In stock (6 available),Historical Fiction,https://books.toscrape.com/media/cache/7a/b0/7ab00e6956f540bfe0018656d5bfe1e4.jpg,https://books.toscrape.com/catalogue/the-invention-of-wings_448/index.html
The Hobbit (Middle-Earth Universe),£17.80,Five de 5 estrelas,In stock (6 available),Default,https://books.toscrape.com/media/cache/17/06/1706d016ec39ba3caad03b49737fefc7.jpg,https://books.toscrape.com/catalogue/the-hobbit-middle-earth-universe_447/index.html
The Great Railway Bazaar,£30.54,One de 5 estrelas,In stock (6 available),Travel,https://books.toscrape.com/media/cache/d5/82/d582f6b0261c2842330e893962276295.jpg,https://books.toscrape.com/catalogue/the-great-railway-bazaar_446/index.html
The Golden Compass (His Dark Materials #1),£18.77,One de 5 estrelas,In stock (6 available),Add a comment,https://books.toscrape.com/media/cache/a5/13/a513b65a8f7696c8aec48a607f7f90d3.jpg,https://books.toscrape.com/catalogue/the-golden-compass-his-dark-materials-1_445/index.html
The God Delusion,£46.85,Three de 5 estrelas,In stock (6 available),Add a comment,https://books.toscrape.com/media/cache/30/35/3035b6c5dc0a48a83fbe84eb37e76f10.jpg,https://books.toscrape.com/catalogue/the-god-delusion_444/index.html
The Girl You Left Behind (The Girl You Left Behind #1),£15.79,One de 5 estrelas,In stock (6 available),Historical,https://books.toscrape.com/media/cache/6d/72/6d72120f94d38e356612c8a78e82a53d.jpg,https://books.toscrape.com/catalogue/the-girl-you-left-behind-the-girl-you-left-behind-1_443/index.html
The Fellowship of the Ring (The Lord of the Rings #1),£10.27,Two de 5 estrelas,In stock (6 available),Default,https://books.toscrape.com/media/cache/5d/9f/5d9f339be8d98f597ad33eee239119d8.jpg,https://books.toscrape.com/catalogue/the-fellowship-of-the-ring-the-lord-of-the-rings-1_442/index.html
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),£15.42,Five de 5 estrelas,In stock (6 available),Poetry,https://books.toscrape.com/media/cache/b3/8c/b38cadc69f4a2db0aae2ee2867ab8583.jpg,https://books.toscrape.com/catalogue/the-collected-poems-of-wb-yeats-the-collected-works-of-wb-yeats-1_441/index.html
The Barefoot Contessa Cookbook,£59.92,Five de 5 estrelas,In stock (6 available),Food and Drink,https://books.toscrape.com/media/cache/5f/c1/5fc1de838c428ae58f3a9ec08825d179.jpg,https://books.toscrape.com/catalogue/the-barefoot-contessa-cookbook_440/index.html
Tell the Wolves I'm Home,£50.96,Two de 5 estrelas,In stock (6 available),Young Adult,https://books.toscrape.com/media/cache/78/48/784872c69237efaf5df8c0282280ff05.jpg,https://books.toscrape.com/catalogue/tell-the-wolves-im-home_439/index.html
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,£30.60,Three de 5 estrelas,In stock (6 available),Default,https://books.toscrape.com/media/cache/1e/d2/1ed2c2f8f406ed7ed90a58f73d4f1058.jpg,https://books.toscrape.com/catalogue/ship-leaves-harbor-essays-on-travel-by-a-recovering-journeyman_438/index.html
Pride and Prejudice,£19.27,Four de 5 estrelas,In stock (6 available),Add a comment,https://books.toscrape.com/media/cache/6a/87/6a8706826789aa47fbbb8a2459b4c616.jpg,https://books.toscrape.com/catalogue/pride-and-prejudice_437/index.html
Musicophilia: Tales of Music and the Brain,£46.58,One de 5 estrelas,In stock (6 available),Default,https://books.toscrape.com/media/cache/ef/e7/efe7be2e15323d5bee36c37e953b1cad.jpg,https://books.toscrape.com/catalogue/musicophilia-tales-of-music-and-the-brain_436/index.html
Mere Christianity,£48.51,Three de 5 estrelas,In stock (6 available),Add a comment,https://books.toscrape.com/media/cache/d7/ce/d7ce17649c77c9addfcf265012d0436e.jpg,https://books.toscrape.com/catalogue/mere-christianity_435/index.html
Me Before You (Me Before You #1),£19.02,One de 5 estrelas,In stock (6 available),Fiction,https://books.toscrape.com/media/cache/81/c3/81c36cb2510dc47892dde52f3989a53f.jpg,https://books.toscrape.com/catalogue/me-before-you-me-before-you-1_434/index.html
In the Woods (Dublin Murder Squad #1),£38.38,Two de 5 estrelas,In stock (6 available),Mystery,https://books.toscrape.com/media/cache/13/47/13470484ded8c835ce03b662fc863a1a.jpg,https://books.toscrape.com/catalogue/in-the-woods-dublin-murder-squad-1_433/index.html
In Cold Blood,£49.98,Four de 5 estrelas,In stock (6 available),Nonfiction,https://books.toscrape.com/media/cache/78/52/7852b87face58f30b46004a4a4270f2d.jpg,https://books.toscrape.com/catalogue/in-cold-blood_432/index.html
How to Stop Worrying and Start Living,£46.49,Five de 5 estrelas,In stock (6 available),Self Help,https://books.toscrape.com/media/cache/64/0c/640cfc86cd3943cef402dc6082497eec.jpg,https://books.toscrape.com/catalogue/how-to-stop-worrying-and-start-living_431/index.html
Give It Back,£18.32,Two de 5 estrelas,In stock (6 available),Thriller,https://books.toscrape.com/media/cache/15/d4/15d444bf7fc91c7ced84e73ec99d711d.jpg,https://books.toscrape.com/catalogue/give-it-back_430/index.html
"Girl, Interrupted",£42.14,Three de 5 estrelas,In stock (6 available),Nonfiction,https://books.toscrape.com/media/cache/9d/6c/9d6c5f23127bf494bc226daa02bc7daf.jpg,https://books.toscrape.com/catalogue/girl-interrupted_429/index.html
Fun Home: A Family Tragicomic,£56.59,Four de 5 estrelas,In stock (6 available),Add a comment,https://books.toscrape.com/media/cache/48/c1/48c15c510ce0089db10a4f5f9fce7ecd.jpg,https://books.toscrape.com/catalogue/fun-home-a-family-tragicomic_428/index.html
"Fruits Basket, Vol. 6 (Fruits Basket #6)",£20.96,Four de 5 estrelas,In stock (6 available),Sequential Art,https://books.toscrape.com/media/cache/cd/b5/cdb5bd3a70cd857879120b4a90192bda.jpg,https://books.toscrape.com/catalogue/fruits-basket-vol-6-fruits-basket-6_427/index.html
Deception Point,£40.32,Four de 5 estrelas,In stock (6 available),Fiction,https://books.toscrape.com/media/cache/65/6d/656d264685962b55ff14fb310b0ae747.jpg,https://books.toscrape.com/catalogue/deception-point_426/index.html
"Death Note, Vol. 6: Give-and-Take (Death Note #6)",£36.39,Three de 5 estrelas,In stock (6 available),Sequential Art,https://books.toscrape.com/media/cache/c7/11/c7117547293ca3bb7a6a78e6603f2f8e.jpg,https://books.toscrape.com/catalogue/death-note-vol-6-give-and-take-death-note-6_425/index.html
Catherine the Great: Portrait of a Woman,£58.55,Four de 5 estrelas,In stock (6 available),History,https://books.toscrape.com/media/cache/37/3a/373af6af58a00ca69602d74b81951ac4.jpg,https://books.toscrape.com/catalogue/catherine-the-great-portrait-of-a-woman_424/index.html
Better Homes and Gardens New Cook Book,£39.61,Three de 5 estrelas,In stock (6 available),Food and Drink,https://books.toscrape.com/media/cache/71/21/712105c4429489160c7a6f9e4824fcc6.jpg,https://books.toscrape.com/catalogue/better-homes-and-gardens-new-cook-book_423/index.html
An Unquiet Mind: A Memoir of Moods and Madness,£21.30,Three de 5 estrelas,In stock (6 available),Psychology,https://books.toscrape.com/media/cache/e5/65/e56540f5e29286f3d7a1e3eb1912b61f.jpg,https://books.toscrape.com/catalogue/an-unquiet-mind-a-memoir-of-moods-and-madness_422/index.html
A Year in Provence (Provence #1),£56.88,Four de 5 estrelas,In stock (6 available),Travel,https://books.toscrape.com/media/cache/8b/81/8b81cd9b2c8f89a12099a80bed1c4911.jpg,https://books.toscrape.com/catalogue/a-year-in-provence-provence-1_421/index.html
